"","P21","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","op_name"
"3779","QUEEN'S PAWN GAME","TRUE",50,"RESIGN","BLACK","BLITZ","d4","d5","d4_Bf4_Nc3_Nf3_e3","d5_Nf6_Bf5_e6_Bb4",0.987654320987654,"NO_DEFENSE","QUEEN'S PAWN GAME"
"3780","ZUKERTORT OPENING","FALSE",85,"OUTOFTIME","WHITE","BLITZ","Nf3","Nc6","Nf3_g3_d3_Bg2_O-O","Nc6_e5_d5_Nf6_h6",1.01394311210262,"DEFENSE","ZUKERTORT OPENING"
"3781","FRENCH DEFENSE","TRUE",29,"RESIGN","WHITE","BLITZ","e4","e6","e4_d4_exd5_Nf3_Bg5","e6_d5_exd5_Bd6_Ne7",0.869036027263875,"DEFENSE","FRENCH DEFENSE"
"3782","FRENCH DEFENSE","TRUE",39,"MATE","WHITE","BLITZ","e4","e6","e4_Nc3_a3_dxc3_exd5","e6_Bb4_Bxc3_d5_exd5",0.804103242885506,"DEFENSE","FRENCH DEFENSE"
"3783","QUEEN'S PAWN GAME","TRUE",39,"MATE","WHITE","BLITZ","g4","d5","g4_d4_Nc3_Bg2_Bg5","d5_Nc6_Nf6_e6_h6",1.38505747126437,"NO_DEFENSE","QUEEN'S PAWN GAME"
"3784","KING'S PAWN GAME","TRUE",35,"MATE","WHITE","BULLET","e4","e5","e4_Qh5_Qxe5+_g4_Qc3","e5_Nf6_Be7_d6_O-O",1.06386418755053,"NO_DEFENSE","KING'S PAWN GAME"
"3785","KING'S KNIGHT OPENING","TRUE",32,"MATE","BLACK","BULLET","e4","e5","e4_Nf3_Nc3_Nxe5_Nxg4","e5_h6_g5_g4_d5",0.985926505082095,"NO_DEFENSE","KING'S KNIGHT OPENING"
"3786","HUNGARIAN OPENING","FALSE",13,"OUTOFTIME","WHITE","STANDARD","g3","Nf6","g3_d3_e4_Nc3_Bg2","Nf6_e5_d6_g6_Bg7",1.09035621198957,"DEFENSE","HUNGARIAN OPENING"
"3787","KING'S INDIAN DEFENSE","TRUE",79,"RESIGN","WHITE","BLITZ","d4","g6","d4_c4_Nc3_e4_f4","g6_Nf6_Bg7_O-O_Nc6",1.19810508182601,"DEFENSE","KING'S INDIAN DEFENSE"
"3788","HUNGARIAN OPENING","TRUE",43,"RESIGN","WHITE","BLITZ","g3","c6","g3_Nf3_Bg2_O-O_d4","c6_e6_d5_h5_a5",1.07129455909944,"NO_DEFENSE","HUNGARIAN OPENING"
"3789","HUNGARIAN OPENING","TRUE",40,"RESIGN","BLACK","STANDARD","g3","e5","g3_Bg2_Bf3_Bg2_d3","e5_d5_e4_Nf6_Bf5",0.935587761674718,"NO_DEFENSE","HUNGARIAN OPENING"
"3790","MODERN DEFENSE","TRUE",78,"RESIGN","WHITE","STANDARD","e4","g6","e4_Nc3_Bc4_Nf3_Qe2","g6_Bg7_Nh6_O-O_e6",1.01432181971356,"DEFENSE","MODERN DEFENSE"
"3791","MODERN DEFENSE","TRUE",29,"RESIGN","WHITE","BLITZ","e4","g6","e4_Qf3_Bc4_e5_exf6","g6_Bg7_f6_Nh6_exf6",1.01152263374486,"DEFENSE","MODERN DEFENSE"
"3792","MODERN DEFENSE","FALSE",12,"RESIGN","BLACK","BLITZ","d4","g6","d4_c3_c4_e3_Bxc4","g6_d5_dxc4_Bg7_Nf6",1.12268907563025,"DEFENSE","MODERN DEFENSE"
"3793","HUNGARIAN OPENING","TRUE",47,"MATE","WHITE","STANDARD","g3","e5","g3_Bg2_Nf3_O-O_d4","e5_Nf6_Nc6_Bc5_Bxd4",0.940310711365495,"NO_DEFENSE","HUNGARIAN OPENING"
"3794","MODERN DEFENSE","FALSE",40,"RESIGN","WHITE","STANDARD","d4","g6","d4_e4_e5_Bxh6_Qf3","g6_d5_Nh6_Bxh6_O-O",1.26086956521739,"DEFENSE","MODERN DEFENSE"
"3795","ROBATSCH (MODERN) DEFENSE","TRUE",85,"RESIGN","WHITE","STANDARD","e4","g6","e4_d4_Nf3_Bd3_h3","g6_Bg7_Nf6_O-O_d5",1.22422680412371,"DEFENSE","OTHER"
"3796","ROBATSCH (MODERN) DEFENSE","TRUE",46,"RESIGN","BLACK","STANDARD","e4","g6","e4_d4_c3_f3_Ne2","g6_Bg7_Nf6_O-O_d5",1.31046931407942,"DEFENSE","OTHER"
"3797","HUNGARIAN OPENING","FALSE",17,"DRAW","DRAW","STANDARD","Nf3","e5","Nf3_g3_Bg2_O-O_Nxe5","e5_Qf6_Qh6_Nf6_Ng4",0.882868525896414,"NO_DEFENSE","HUNGARIAN OPENING"
"3798","FRENCH DEFENSE","TRUE",90,"MATE","BLACK","BLITZ","e4","e6","e4_d4_Bd3_Be3_Bxd4","e6_Nf6_c5_cxd4_Nc6",0.798043326345213,"DEFENSE","FRENCH DEFENSE"
"3799","INDIAN GAME","TRUE",57,"MATE","WHITE","BLITZ","e4","Nf6","e4_f3_d4_fxe4_Bb5+","Nf6_d5_dxe4_Nxe4_Nd7",1.08317025440313,"NO_DEFENSE","INDIAN GAME"
"3800","NIMZO-LARSEN ATTACK","TRUE",45,"MATE","WHITE","BLITZ","b3","c5","b3_Bb2_g3_Bg2_Nf3","c5_Nc6_e6_Nge7_d5",1.04494382022472,"NO_DEFENSE","NIMZO-LARSEN ATTACK"
"3801","ENGLISH OPENING","TRUE",69,"RESIGN","WHITE","BLITZ","c4","c5","c4_g3_cxd5_Nf3_Bg2","c5_d5_Qxd5_Nc6_Ne5",1.08040201005025,"NO_DEFENSE","ENGLISH OPENING"
"3802","SICILIAN DEFENSE","TRUE",25,"RESIGN","WHITE","BLITZ","e4","c5","e4_Bc4_Nf3_Nc3_Ng5","c5_Nc6_g6_b6_e6",0.984179301252472,"DEFENSE","SICILIAN DEFENSE"
"3803","ENGLISH OPENING","TRUE",50,"RESIGN","BLACK","BLITZ","c4","c5","c4_g3_Bg2_Bxc6_Nc3","c5_b6_Nc6_dxc6_Bb7",0.99203187250996,"NO_DEFENSE","ENGLISH OPENING"
"3804","ENGLISH OPENING","TRUE",75,"RESIGN","WHITE","BLITZ","c4","e6","c4_Nc3_g3_Bg2_e3","e6_d6_e5_c6_d5",1.00200803212851,"DEFENSE","ENGLISH OPENING"
"3805","QUEEN'S PAWN GAME","TRUE",90,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_b3_e3_Be2","d5_Nc6_Bg4_g6_Bg7",1.05929919137466,"NO_DEFENSE","QUEEN'S PAWN GAME"
"3806","ENGLISH OPENING","TRUE",14,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_g3_Bg2_a3","e5_Nf6_Bc5_O-O_d6",0.954574536148432,"NO_DEFENSE","ENGLISH OPENING"
"3807","SICILIAN DEFENSE","TRUE",37,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_Nc3_Bc4_Ng5","c5_Nc6_g6_Bg7_e6",1.00599201065246,"DEFENSE","SICILIAN DEFENSE"
"3808","ENGLISH OPENING","TRUE",52,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_g3_Bg2_e3","Nf6_e6_d6_Nc6_Qd7",0.990831696136215,"DEFENSE","ENGLISH OPENING"
"3809","QUEEN'S PAWN GAME","TRUE",52,"MATE","BLACK","BLITZ","d4","d5","d4_Nf3_e3_Bd3_e4","d5_Nc6_g6_Bg7_e5",0.983366600133067,"NO_DEFENSE","QUEEN'S PAWN GAME"
"3810","ENGLISH OPENING","TRUE",54,"RESIGN","BLACK","BLITZ","c4","f5","c4_g3_Bg2_e3_Ne2","f5_Nf6_g6_Bg7_Kf8",0.981829980532122,"DEFENSE","ENGLISH OPENING"
"3811","SICILIAN DEFENSE","TRUE",22,"MATE","BLACK","BLITZ","e4","c5","e4_f4_Bc4_Nc3_Qe2","c5_Nc6_e6_d5_dxc4",0.877239548772396,"DEFENSE","SICILIAN DEFENSE"
"3812","SICILIAN DEFENSE","TRUE",31,"RESIGN","WHITE","BLITZ","e4","c5","e4_Bc4_Qh5_c3_Qf3","c5_Nc6_e6_Nf6_d5",0.996686547382372,"DEFENSE","SICILIAN DEFENSE"
"3813","ENGLISH OPENING","TRUE",85,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_g3_Bg2_e3","e5_c6_Bc5_Qb6_Nf6",1.00133333333333,"NO_DEFENSE","ENGLISH OPENING"
"3814","ENGLISH OPENING","TRUE",64,"RESIGN","WHITE","BLITZ","c4","d5","c4_cxd5_Nc3_Qa4+_Qb3","d5_Qxd5_Qd6_Bd7_b6",0.990697674418605,"DEFENSE","ENGLISH OPENING"
"3815","SICILIAN DEFENSE","TRUE",9,"MATE","WHITE","BLITZ","e4","c5","e4_c3_Bc4_Qb3_Bxf7#","c5_Nc6_b6_Bb7_",1.01476510067114,"DEFENSE","SICILIAN DEFENSE"
"3816","ENGLISH OPENING","TRUE",40,"RESIGN","BLACK","BLITZ","c4","e6","c4_Nc3_g3_bxc3_Ba3","e6_Bb4_Bxc3_d6_Nf6",1.02246426140231,"DEFENSE","ENGLISH OPENING"
"3817","SICILIAN DEFENSE","TRUE",132,"RESIGN","BLACK","BLITZ","e4","c5","e4_Bc4_Nf3_a3_Nc3","c5_Nc6_e6_Nf6_d5",1.00402414486922,"DEFENSE","SICILIAN DEFENSE"
"3818","SICILIAN DEFENSE","TRUE",42,"MATE","BLACK","BLITZ","e4","c5","e4_Bc4_Nc3_Bd5_Qf3","c5_Nc6_b6_Bb7_Nf6",0.964912280701754,"DEFENSE","SICILIAN DEFENSE"
"3819","SICILIAN DEFENSE","TRUE",50,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_Bb5_Bxc6_c4","c5_Nc6_g6_bxc6_Ba6",0.981245813797723,"DEFENSE","SICILIAN DEFENSE"
"3820","ENGLISH OPENING","TRUE",37,"RESIGN","WHITE","BLITZ","c4","e5","c4_g3_Bg2_Nc3_e3","e5_d6_Nc6_Qd7_b6",1.03072625698324,"NO_DEFENSE","ENGLISH OPENING"
"3821","SICILIAN DEFENSE","TRUE",117,"RESIGN","WHITE","BLITZ","e4","c5","e4_Bc4_Nc3_Nf3_O-O","c5_Nc6_e6_g6_Bg7",1.01009421265141,"DEFENSE","SICILIAN DEFENSE"
"3822","GROB OPENING","TRUE",70,"OUTOFTIME","BLACK","BLITZ","g4","c5","g4_g5_d3_Nf3_Ne5","c5_e6_Be7_b6_Bxg5",1.03937542430414,"NO_DEFENSE","OTHER"
"3823","ENGLISH OPENING","TRUE",14,"RESIGN","BLACK","BLITZ","c4","c5","c4_Nc3_g3_e3_Bg2","c5_Nc6_Nd4_Ne6_Nf6",0.975016436554898,"NO_DEFENSE","ENGLISH OPENING"
"3824","SICILIAN DEFENSE","TRUE",59,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nc3_f4_d3_Nf3","c5_g6_Bg7_e6_Ne7",0.998660415271266,"DEFENSE","SICILIAN DEFENSE"
"3825","ENGLISH OPENING","TRUE",39,"RESIGN","WHITE","BLITZ","c4","e5","c4_g3_e3_Ne2_Bg2","e5_Nf6_Bc5_Bb6_O-O",0.92964824120603,"NO_DEFENSE","ENGLISH OPENING"
"3826","ENGLISH OPENING","TRUE",26,"RESIGN","BLACK","BLITZ","c4","e6","c4_Nc3_g3_Bg2_Qa4","e6_d6_b6_c6_Qc7",0.976882430647292,"DEFENSE","ENGLISH OPENING"
"3827","SICILIAN DEFENSE","TRUE",58,"RESIGN","BLACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nxc6","c5_Nc6_cxd4_g6_bxc6",1,"DEFENSE","SICILIAN DEFENSE"
"3828","ENGLISH OPENING","TRUE",104,"MATE","BLACK","BLITZ","c4","e5","c4_g3_Bg2_Nc3_e3","e5_Nf6_d6_c6_Be7",1.01162790697674,"NO_DEFENSE","ENGLISH OPENING"
"3829","SICILIAN DEFENSE","TRUE",63,"MATE","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_g6_Bg7",1.092866756393,"DEFENSE","SICILIAN DEFENSE"
"3830","ENGLISH OPENING","TRUE",97,"MATE","WHITE","BLITZ","c4","e5","c4_g3_Bg2_e3_Ne2","e5_Nf6_Bc5_O-O_Re8",1.00476514635807,"NO_DEFENSE","ENGLISH OPENING"
"3831","ENGLISH OPENING","TRUE",51,"RESIGN","WHITE","BLITZ","c4","d5","c4_cxd5_Nc3_d4_Bd2","d5_Qxd5_Qc5_Qa5_Nc6",1.04487179487179,"DEFENSE","ENGLISH OPENING"
"3832","ENGLISH OPENING","TRUE",63,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_g3_cxd5_Bg2","e5_Nf6_d5_Nxd5_Nb4",1.0364400840925,"NO_DEFENSE","ENGLISH OPENING"
"3833","SICILIAN DEFENSE","TRUE",33,"RESIGN","WHITE","BLITZ","e4","c5","e4_Bc4_Nf3_Nc3_Nd5","c5_Nc6_g6_Bg7_e6",1.00744248985115,"DEFENSE","SICILIAN DEFENSE"
"3834","ENGLISH OPENING","TRUE",79,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_g3_Bg2_bxc3","e5_Nf6_Bb4_Bxc3_Nc6",0.999318801089918,"NO_DEFENSE","ENGLISH OPENING"
"3835","SICILIAN DEFENSE","TRUE",33,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_g6_Bg7",1.06983050847458,"DEFENSE","SICILIAN DEFENSE"
"3836","ENGLISH OPENING","TRUE",11,"RESIGN","WHITE","BLITZ","c4","g6","c4_g3_Bg2_e3_Ne2","g6_d6_Nc6_Ne5_Nxc4",1.05089605734767,"NO_DEFENSE","ENGLISH OPENING"
"3837","SICILIAN DEFENSE","TRUE",21,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_Bc4_d3_Nc3","c5_Nc6_g6_a6_e6",1.03864406779661,"DEFENSE","SICILIAN DEFENSE"
"3838","ENGLISH OPENING","TRUE",17,"RESIGN","WHITE","BLITZ","c4","d5","c4_cxd5_Nc3_g3_Bg2","d5_Qxd5_Qe6_b6_Nc6",0.946278317152104,"DEFENSE","ENGLISH OPENING"
"3839","SICILIAN DEFENSE","TRUE",61,"RESIGN","WHITE","BLITZ","e4","c5","e4_e5_Nf3_d4_Nxd4","c5_Nc6_g6_cxd4_Bg7",0.968005445881552,"DEFENSE","SICILIAN DEFENSE"
"3840","ENGLISH OPENING","TRUE",39,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_g3_Bg2_e3","e5_d6_Nf6_g6_Bg7",1.03133704735376,"NO_DEFENSE","ENGLISH OPENING"
"3841","BENONI DEFENSE","TRUE",59,"RESIGN","WHITE","BLITZ","d4","c5","d4_dxc5_b4_Bd2_Bxb4","c5_e6_a5_axb4_Qc7",0.989946380697051,"DEFENSE","BENONI DEFENSE"
"3842","CARR DEFENSE","FALSE",27,"MATE","WHITE","BLITZ","e4","h6","e4_d4_Bc4_Nc3_Nf3","h6_a6_g6_b6_Ra7",1.06609808102345,"DEFENSE","OTHER"
"3843","CLEMENZ OPENING","FALSE",34,"MATE","BLACK","BLITZ","h3","e5","h3_Nc3_Nf3_Rh2_Nh4","e5_d5_Nc6_Bc5_Nf6",0.938,"NO_DEFENSE","OTHER"
"3844","CARR DEFENSE","FALSE",17,"MATE","WHITE","BLITZ","e4","h6","e4_Nf3_d4_Bc4_Nc3","h6_f6_Na6_Nb8_Nc6",1.06609808102345,"DEFENSE","OTHER"
"3845","QUEEN'S PAWN","FALSE",5,"RESIGN","WHITE","STANDARD","d4","h6","d4_e4_Qh5+__","h6_f6___",1.37668798862829,"NO_DEFENSE","QUEEN'S PAWN"
"3846","RAT DEFENSE","TRUE",47,"MATE","WHITE","BLITZ","e4","d6","e4_f4_d4_Nf3_e5","d6_b6_f6_Na6_Rb8",1.51414427157001,"DEFENSE","RAT DEFENSE"
"3847","MIESES OPENING","TRUE",18,"MATE","BLACK","BLITZ","d3","e5","d3_b4_Bd2_f3_g3","e5_Bxb4+_Bc5_Qh4+_Qd4",0.861079219288175,"NO_DEFENSE","MIESES OPENING"
"3848","ITALIAN GAME","FALSE",9,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_d3_O-O","e5_Nc6_Bc5_Qe7_",1.0990990990991,"NO_DEFENSE","ITALIAN GAME"
"3849","FOUR KNIGHTS GAME","TRUE",44,"MATE","BLACK","STANDARD","e4","e5","e4_Nf3_Nc3_Bb5_Bxc6","e5_Nc6_Nf6_Bc5_dxc6",1.04152823920266,"NO_DEFENSE","FOUR KNIGHTS GAME"
"3850","FOUR KNIGHTS GAME","TRUE",53,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Nc3_Bc4_O-O","e5_Nc6_Nf6_Bb4_Bxc3",0.933018124507486,"NO_DEFENSE","FOUR KNIGHTS GAME"
"3851","PHILIDOR DEFENSE","TRUE",26,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Nc3_Bb5+_O-O","e5_d6_Bg4_Bd7_Bxb5",1.05526315789474,"DEFENSE","PHILIDOR DEFENSE"
"3852","KING'S PAWN GAME","TRUE",7,"RESIGN","WHITE","BLITZ","e4","e5","e4_Qh5_Qxe5+_Qxh8_","e5_g6_Be7__",1.09382716049383,"NO_DEFENSE","KING'S PAWN GAME"
"3853","KING'S KNIGHT OPENING","TRUE",4,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3___","e5_Nc6___",1.079869600652,"NO_DEFENSE","KING'S KNIGHT OPENING"
"3854","BIRD OPENING","FALSE",45,"RESIGN","WHITE","BLITZ","f4","d5","f4_d3_Be3_Nc3_Bxc5","d5_Bf5_e6_Bc5_b6",1.22249388753056,"NO_DEFENSE","BIRD OPENING"
"3855","KING'S KNIGHT OPENING","TRUE",17,"RESIGN","BLACK","BLITZ","e4","e5","e4_Nf3_Bb5_Bc4_Bd3","e5_Bd6_a6_b5_Bb7",0.804830287206266,"NO_DEFENSE","KING'S KNIGHT OPENING"
"3856","ITALIAN GAME","TRUE",57,"RESIGN","WHITE","BLITZ","e4","e5","e4_Nf3_Bc4_O-O_Nc3","e5_Nc6_Be7_Nf6_O-O",1.26575121163166,"DEFENSE","ITALIAN GAME"
"3857","QUEEN'S PAWN GAME","TRUE",85,"MATE","WHITE","STANDARD","d4","d5","d4_Nf3_Bf4_Nbd2_h3","d5_Nf6_Nc6_Bg4_Bf5",1.38240131578947,"NO_DEFENSE","QUEEN'S PAWN GAME"
"3858","GUNDERAM DEFENSE","TRUE",171,"MATE","WHITE","STANDARD","e4","e5","e4_Nf3_Nc3_Bc4_O-O","e5_Qe7_Nc6_d6_Be6",0.86598689002185,"DEFENSE","OTHER"
"3859","KING'S PAWN GAME","TRUE",28,"RESIGN","WHITE","STANDARD","e4","Nc6","e4_d4_c3_Bb5_Bf1","Nc6_Nb4_Na6_Nb8_Nc6",0.880970432145565,"DEFENSE","KING'S PAWN GAME"
"3860","CENTER GAME","TRUE",78,"MATE","BLACK","BLITZ","e4","e5","e4_d4_Qxd4_e5_Qxe5+","e5_exd4_d6_dxe5_Be6",1.27625772285966,"NO_DEFENSE","CENTER GAME"
"3861","KING'S PAWN","FALSE",1,"OUTOFTIME","WHITE","BLITZ","e4","","e4____","____",1.48762376237624,"NO_DEFENSE","OTHER"
"3862","OWEN DEFENSE","FALSE",91,"RESIGN","WHITE","BLITZ","e4","b6","e4_Nf3_Nc3_d4_Bd2","b6_Bb7_e6_Bb4_Nf6",0.975256487628244,"DEFENSE","OWEN DEFENSE"
"3863","BLACKMAR-DIEMER GAMBIT","TRUE",70,"RESIGN","BLACK","BLITZ","e4","d5","e4_d4_f3_Bf4_Bxg2","d5_dxe4_exf3_fxg2_Nc6",1.03450655624569,"NO_DEFENSE","OTHER"
"3864","PORTUGUESE OPENING","TRUE",48,"RESIGN","BLACK","STANDARD","e4","e5","e4_Bb5_Nf3_Nxe5_Nxf7","e5_c6_cxb5_Qf6_Qxf7",1.02930402930403,"NO_DEFENSE","OTHER"
"3865","SICILIAN DEFENSE","TRUE",7,"RESIGN","WHITE","BLITZ","e4","c5","e4_Qg4_Qxc8_Bb5+_","c5_d6_Qxc8__",0.963730569948187,"DEFENSE","SICILIAN DEFENSE"
"3866","SCOTCH GAME","TRUE",30,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_d4_Nxd4_Qh5","e5_Nc6_exd4_Bc5_Bxd4",0.596501809408926,"NO_DEFENSE","SCOTCH GAME"
"3867","ENGLUND GAMBIT","TRUE",2,"RESIGN","BLACK","BLITZ","d4","e5","d4____","e5____",1.62790697674419,"NO_DEFENSE","OTHER"
"3868","SCANDINAVIAN DEFENSE","TRUE",3,"RESIGN","WHITE","BLITZ","e4","d5","e4_Qh5___","d5____",0.614285714285714,"DEFENSE","SCANDINAVIAN DEFENSE"
"3869","KING'S KNIGHT OPENING","TRUE",3,"RESIGN","WHITE","STANDARD","e4","e5","e4_Nf3___","e5____",1.55196770938446,"NO_DEFENSE","KING'S KNIGHT OPENING"
"3870","KING'S PAWN GAME","TRUE",20,"RESIGN","BLACK","STANDARD","e4","e5","e4_Qh5_Bc4_Qf3_Nh3","e5_d6_g6_f6_Bxh3",0.804975922953451,"NO_DEFENSE","KING'S PAWN GAME"
"3871","KING'S PAWN GAME","TRUE",7,"MATE","WHITE","BLITZ","e4","e5","e4_Qh5_Bc4_Qxf7#_","e5_Nc6_Nf6__",0.751962323390895,"NO_DEFENSE","KING'S PAWN GAME"
"3872","VAN'T KRUIJS OPENING","FALSE",41,"MATE","WHITE","STANDARD","e3","e5","e3_Nc3_Nf3_Bd3_O-O","e5_d5_Nc6_Nf6_Bf5",1.55763239875389,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"3873","PIRC DEFENSE","FALSE",36,"RESIGN","BLACK","STANDARD","d4","d6","d4_e4_Nf3_Nc3_Bc4","d6_Be6_Nc6_Nf6_Bxc4",0.642,"DEFENSE","PIRC DEFENSE"
"3874","PIRC DEFENSE","TRUE",62,"MATE","BLACK","STANDARD","d4","g6","d4_e4_Nf3_Nc3_Bc4","g6_d6_Bg7_Nf6_O-O",0.829516539440204,"DEFENSE","PIRC DEFENSE"
"3875","QUEEN'S PAWN GAME","TRUE",71,"MATE","WHITE","STANDARD","d4","d5","d4_Bf4_Bxe5_Bf4_Bd2","d5_e5_f6_g5_f5",1.17670682730924,"NO_DEFENSE","QUEEN'S PAWN GAME"
"3876","POLISH OPENING","TRUE",44,"MATE","BLACK","STANDARD","b4","e5","b4_Bb2_e4_d3_c3","e5_Nc6_Nf6_Bxb4+_Bc5",1.02077151335312,"NO_DEFENSE","POLISH OPENING"
"3877","VAN'T KRUIJS OPENING","TRUE",33,"MATE","WHITE","STANDARD","e3","g5","e3_f4_fxg5_Bxb2_h4","g5_Bg7_Bxb2_b5_Bb7",1.07634307257304,"NO_DEFENSE","VAN'T KRUIJS OPENING"
"3878","BORG DEFENSE","FALSE",29,"MATE","WHITE","BLITZ","e4","g5","e4_d4_Nf3_Bxg5_Nc3","g5_Bg7_b6_Bb7_Bxd4",1.34213006597549,"DEFENSE","OTHER"
"3879","SICILIAN DEFENSE","TRUE",64,"DRAW","DRAW","STANDARD","e4","c5","e4_f4_Nf3_exd5_Bb5+","c5_e6_d5_exd5_Bd7",1.16540317022743,"DEFENSE","SICILIAN DEFENSE"
"3880","SICILIAN DEFENSE","TRUE",89,"MATE","WHITE","BLITZ","e4","c5","e4_Bc4_Nc3_d3_Bg5","c5_e6_Nc6_Nf6_Ne5",1.00684462696783,"DEFENSE","SICILIAN DEFENSE"
"3881","SICILIAN DEFENSE","TRUE",57,"RESIGN","BLACK","BLITZ","e4","c5","e4_Bc4_Qh5_d3_Qd1","c5_Nc6_e6_Nf6_d5",0.992419021364576,"DEFENSE","SICILIAN DEFENSE"
"3882","FRENCH DEFENSE","TRUE",113,"DRAW","DRAW","BLITZ","e4","e6","e4_d4_Bd2_Nxd2_Ngf3","e6_Bb4+_Bxd2+_Ne7_O-O",0.987738419618529,"DEFENSE","FRENCH DEFENSE"
"3883","PHILIDOR DEFENSE","TRUE",34,"MATE","BLACK","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Nc3","e5_d6_exd4_Nf6_Be7",0.866587254318047,"DEFENSE","PHILIDOR DEFENSE"
"3884","THREE KNIGHTS OPENING","TRUE",99,"DRAW","DRAW","BLITZ","e4","e5","e4_Nf3_Nc3_Bb5_Bxc6","e5_Nc6_Bc5_a6_dxc6",0.976494291470786,"NO_DEFENSE","THREE KNIGHTS OPENING"
"3885","SICILIAN DEFENSE","TRUE",32,"RESIGN","BLACK","BLITZ","e4","c5","e4_d4_Qxd4_Qd1_Nf3","c5_cxd4_Nc6_e5_Nf6",1.04722222222222,"DEFENSE","SICILIAN DEFENSE"
"3886","FRENCH DEFENSE","TRUE",33,"RESIGN","WHITE","BLITZ","e4","e6","e4_d4_exd5_Nc3_Qe2+","e6_d5_exd5_c6_Be7",0.904187817258883,"DEFENSE","FRENCH DEFENSE"
"3887","QUEEN'S PAWN GAME","TRUE",103,"DRAW","DRAW","BLITZ","Nf3","d5","Nf3_d4_e3_c4_Bxc4","d5_Nc6_Bg4_dxc4_e6",1.11267605633803,"NO_DEFENSE","QUEEN'S PAWN GAME"
"3888","OWEN DEFENSE","TRUE",111,"DRAW","DRAW","BLITZ","e4","b6","e4_d4_Nc3_Nf3_Be2","b6_Bb7_a6_d6_Nd7",0.958108108108108,"DEFENSE","OWEN DEFENSE"
"3889","ENGLISH OPENING","TRUE",18,"RESIGN","BLACK","BLITZ","c4","e5","c4_d3_Nc3_cxd5_Nf3","e5_Nf6_d5_Nxd5_Nxc3",1.10199714693295,"NO_DEFENSE","ENGLISH OPENING"
"3890","SICILIAN DEFENSE","TRUE",67,"RESIGN","WHITE","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_d6_cxd4_Nf6_a6",1.04504504504505,"DEFENSE","SICILIAN DEFENSE"
"3891","FOUR KNIGHTS GAME","TRUE",81,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_Nc3_d4_Nxd4","e5_Nc6_Nf6_exd4_d6",0.995677233429395,"NO_DEFENSE","FOUR KNIGHTS GAME"
"3892","SICILIAN DEFENSE","TRUE",57,"MATE","WHITE","BLITZ","e4","c5","e4_Nc3_d3_Bg5_Nd5","c5_e5_Nf6_Nc6_Be7",0.965591397849462,"DEFENSE","SICILIAN DEFENSE"
"3893","SCOTCH GAME","FALSE",99,"MATE","WHITE","BLITZ","e4","e5","e4_Nf3_d4_d5_Bb5+","e5_Nc6_d6_Nce7_Bd7",1.02048280907096,"NO_DEFENSE","SCOTCH GAME"
"3894","NIMZOWITSCH DEFENSE","TRUE",102,"MATE","BLACK","STANDARD","e4","Nc6","e4_Nf3_d4_h3_gxf3","Nc6_d6_Bg4_Bxf3_d5",0.963315217391304,"DEFENSE","NIMZOWITSCH DEFENSE"
"3895","SICILIAN DEFENSE","TRUE",40,"RESIGN","BLACK","STANDARD","e4","c5","e4_f4_c4_d3_g3","c5_Nc6_e5_d6_h5",0.865045592705167,"DEFENSE","SICILIAN DEFENSE"
"3896","QUEEN'S PAWN","FALSE",38,"RESIGN","WHITE","STANDARD","d4","c6","d4_Bf4_h3_e3_Nf3","c6_Na6_d5_Bf5_e6",1.05411103302881,"NO_DEFENSE","QUEEN'S PAWN"
"3897","SICILIAN DEFENSE","TRUE",20,"RESIGN","BLACK","STANDARD","e4","c5","e4_Nf3_Bb5+_Bc4_Ng5","c5_d6_Bd7_Nh6_e6",1.02750352609309,"DEFENSE","SICILIAN DEFENSE"
