X,P21,rated,turns,victory_status,winner,pace_type,W1,B1,W_First5,B_First5,Rating_WB,opening_strategy,op_name,rating_bins,ID_unit,Prob,Stratum
3404,RUY LOPEZ,TRUE,10,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bb5_exf5_Nd4,e5_Nc6_f5_e4_Nxd4,0.751196172,DEFENSE,RUY LOPEZ,Equal,3252,0.75,1
3405,ITALIAN GAME,TRUE,85,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Bc4_Nc3_d3,e5_Nc6_Bc5_Nf6_h6,0.849433351,NO_DEFENSE,ITALIAN GAME,Equal,3253,0.75,1
3406,OWEN DEFENSE,TRUE,56,RESIGN,BLACK,BLITZ,e4,b6,e4_Nf3_Nc3_Bd3_O-O,b6_Bb7_a6_e6_h6,1.008900191,DEFENSE,OWEN DEFENSE,Equal,3254,0.75,1
3407,FRENCH DEFENSE,TRUE,29,RESIGN,WHITE,BLITZ,e4,d5,e4_e5_d4_Nf3_c3,d5_e6_Nc6_Nge7_Nf5,0.993068683,DEFENSE,FRENCH DEFENSE,Equal,3255,0.75,1
3408,QUEEN'S PAWN GAME,TRUE,48,OUTOFTIME,BLACK,BLITZ,d4,d5,d4_e3_a3_g3_Bg2,d5_Nc6_f5_Nf6_e5,0.820593809,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,3256,0.75,1
3409,QUEEN'S GAMBIT ACCEPTED,TRUE,56,MATE,BLACK,BLITZ,d4,d5,d4_c4_e3_Bxc4_Nf3,d5_dxc4_e6_Nf6_Bb4+,0.958041958,NO_DEFENSE,QUEEN'S GAMBIT ACCEPTED,Equal,3257,0.75,1
3411,FOUR KNIGHTS GAME,TRUE,84,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Nc3_d3_Be3,e5_Nc6_Nf6_d6_Be7,0.779041028,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,3259,0.75,1
3415,SCANDINAVIAN DEFENSE,TRUE,43,MATE,WHITE,BLITZ,e4,d5,e4_exd5_Nc3_f4_Nf3,d5_Qxd5_Qd8_Nc6_f5,0.869621066,DEFENSE,SCANDINAVIAN DEFENSE,Equal,3263,0.75,1
3417,OWEN DEFENSE,TRUE,48,RESIGN,WHITE,BLITZ,e4,b6,e4_Nf3_Nc3_d4_Bd3,b6_Bb7_g6_Bg7_e6,1.16041979,DEFENSE,OWEN DEFENSE,Equal,3265,0.75,1
3419,FOUR KNIGHTS GAME,TRUE,36,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Nc3_d3_Be3,e5_Nc6_Nf6_g6_Bg7,1.053414469,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,3267,0.75,1
3420,SCANDINAVIAN DEFENSE,TRUE,42,OUTOFTIME,BLACK,BLITZ,e4,d5,e4_exd5_Nc3_d4_Bc4,d5_Qxd5_Qd8_Nf6_e6,1.018134715,DEFENSE,SCANDINAVIAN DEFENSE,Equal,3268,0.75,1
3421,FOUR KNIGHTS GAME,TRUE,96,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Bb5_Nc3_Bxc6,e5_Nc6_Nf6_a6_bxc6,0.952818627,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,3269,0.75,1
3422,SCANDINAVIAN DEFENSE,TRUE,64,RESIGN,BLACK,BLITZ,e4,d5,e4_exd5_dxc6_Nc3_Bb5,d5_c6_Nxc6_g6_Bg7,0.921037124,DEFENSE,SCANDINAVIAN DEFENSE,Equal,3270,0.75,1
3423,SEMI-SLAV DEFENSE,FALSE,65,MATE,WHITE,STANDARD,d4,d5,d4_c4_Nc3_c5_Nf3,d5_c6_e6_Nf6_Nbd7,1.107725018,DEFENSE,SEMI-SLAV DEFENSE,Equal,3271,0.75,1
3424,QUEEN'S GAMBIT REFUSED,TRUE,69,OUTOFTIME,WHITE,STANDARD,d4,Nf6,d4_c4_cxd5_e4_Nc3,Nf6_d5_Nxd5_Nf6_Nc6,1.054936897,DEFENSE,QUEEN'S GAMBIT REFUSED,Equal,3272,0.75,1
3425,INDIAN GAME,TRUE,25,OUTOFTIME,WHITE,STANDARD,d4,Nf6,d4_Bf4_h3_e3_Bb5,Nf6_d5_Nc6_Bf5_Bd7,1.156065089,NO_DEFENSE,INDIAN GAME,Equal,3273,0.75,1
3426,FOUR KNIGHTS GAME,TRUE,51,RESIGN,WHITE,STANDARD,e4,e5,e4_Nf3_Nc3_Bc4_Na4,e5_Nc6_Bc5_Nf6_d6,0.910081744,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,3274,0.75,1
3427,ITALIAN GAME,TRUE,99,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bc4_d3_exd5,e5_Nc6_Nf6_d5_Nxd5,1.135517498,DEFENSE,ITALIAN GAME,Equal,3275,0.75,1
3428,SCOTCH GAME,TRUE,60,OUTOFTIME,BLACK,BLITZ,e4,e5,e4_Nf3_d4_Nc3_Bc4,e5_Nc6_d6_Bg4_h6,0.901135605,NO_DEFENSE,SCOTCH GAME,Equal,3276,0.75,1
3429,PHILIDOR DEFENSE,TRUE,69,RESIGN,WHITE,STANDARD,e4,e5,e4_Nf3_h3_a3_d3,e5_d6_Nc6_Nf6_d5,1.081001473,DEFENSE,PHILIDOR DEFENSE,Equal,3277,0.75,1
3430,SCOTCH GAME,TRUE,44,OUTOFTIME,BLACK,STANDARD,e4,e5,e4_Nf3_d4_Nxd4_Nxc6,e5_Nc6_exd4_Be7_dxc6,0.770975057,NO_DEFENSE,SCOTCH GAME,Equal,3278,0.75,1
3431,SICILIAN DEFENSE,TRUE,99,RESIGN,WHITE,BLITZ,e4,c5,e4_Nf3_d4_Nxd4_Nxc6,c5_Nc6_cxd4_e5_bxc6,0.909336942,DEFENSE,SICILIAN DEFENSE,Equal,3279,0.75,1
3432,KING'S PAWN GAME,TRUE,132,RESIGN,BLACK,BLITZ,e4,e5,e4_c3_d3_exd5_Be2,e5_Nf6_d5_Nxd5_Nc6,1.109939759,NO_DEFENSE,KING'S PAWN GAME,Equal,3280,0.75,1
3433,QUEEN'S GAMBIT REFUSED,TRUE,69,RESIGN,WHITE,BLITZ,d4,d5,d4_c4_c5_e3_a3,d5_Nf6_Nc6_a6_e5,1.212462462,DEFENSE,QUEEN'S GAMBIT REFUSED,Equal,3281,0.75,1
3434,ITALIAN GAME,TRUE,12,OUTOFTIME,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_d3_Nc3,e5_Nc6_Bc5_Nf6_d6,0.868267359,NO_DEFENSE,ITALIAN GAME,Equal,3282,0.75,1
3436,PHILIDOR DEFENSE,TRUE,48,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_d4_Nxd4,e5_d6_h6_exd4_Nf6,0.881853786,DEFENSE,PHILIDOR DEFENSE,Equal,3284,0.75,1
3437,SCOTCH GAME,TRUE,36,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_d4_Nxd4_Nc3,e5_Nc6_exd4_Qh4_Bb4,0.94972067,DEFENSE,SCOTCH GAME,Equal,3285,0.75,1
3438,PETROV'S DEFENSE,TRUE,28,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Ng5_Qf3_Nxf7,e5_Nf6_Bc5_h6_Kxf7,1.074349442,DEFENSE,PETROV'S DEFENSE,Equal,3286,0.75,1
3440,SCOTCH GAME,TRUE,46,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_d4_Nxd4_Qxd4,e5_Nc6_exd4_Nxd4_Nf6,0.868046572,NO_DEFENSE,SCOTCH GAME,Equal,3288,0.75,1
3441,ENGLISH OPENING,TRUE,25,RESIGN,WHITE,BLITZ,e4,e5,e4_c4_Nc3_g3_Bg2,e5_Nc6_Bc5_Qe7_b6,1.261904762,NO_DEFENSE,ENGLISH OPENING,Equal,3289,0.75,1
3442,RUSSIAN GAME,TRUE,92,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Nxe5_Nxf7_Bc4+,e5_Nf6_d6_Kxf7_Be6,0.81598063,NO_DEFENSE,RUSSIAN GAME,Equal,3290,0.75,1
3444,QUEEN'S PAWN GAME,TRUE,111,RESIGN,WHITE,BLITZ,d4,Nf6,d4_Nf3_c4_Nc3_cxd5,Nf6_d5_Nc6_Be6_Nxd5,1.173529412,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,3292,0.75,1
3445,QUEEN'S PAWN GAME,TRUE,45,RESIGN,WHITE,BLITZ,d4,Nf6,d4_Nf3_Nc3_Bf4_Qd2,Nf6_d5_Nc6_a6_Ne4,1.115581565,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,3293,0.75,1
3449,FRENCH DEFENSE,TRUE,56,RESIGN,BLACK,BLITZ,e4,e6,e4_Nf3_d4_Nc3_Bd2,e6_b6_Bb7_Bb4_Bxc3,0.818939845,DEFENSE,FRENCH DEFENSE,Equal,3296,0.75,1
3450,PETROV'S DEFENSE,TRUE,47,OUTOFTIME,WHITE,STANDARD,e4,e5,e4_Nf3_d3_Nxe5_Nxc6,e5_Nf6_Bc5_Nc6_dxc6,1.050578035,DEFENSE,PETROV'S DEFENSE,Equal,3297,0.75,1
3451,SCOTCH GAME,TRUE,30,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_d4_Nc3_Qd3,e5_Nc6_Qf6_Bb4_exd4,0.935483871,NO_DEFENSE,SCOTCH GAME,Equal,3298,0.75,1
3452,KING'S PAWN GAME,TRUE,53,MATE,WHITE,STANDARD,e4,e5,e4_Qh5_Bb5_Qxe5+_d3,e5_Nc6_Nd4_Ne6_Bd6,1.056428571,NO_DEFENSE,KING'S PAWN GAME,Equal,3299,0.75,1
3453,RUSSIAN GAME,TRUE,138,MATE,BLACK,BLITZ,e4,e5,e4_Nf3_Nc3_Bc4_Nxe5,e5_Nf6_Bc5_h6_Nc6,0.964054637,NO_DEFENSE,RUSSIAN GAME,Equal,3300,0.75,1
3454,ITALIAN GAME,TRUE,30,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Bc4_d4_Nc3,e5_Nc6_h6_Qe7_Nf6,0.943358058,DEFENSE,ITALIAN GAME,Equal,3301,0.75,1
3455,HUNGARIAN OPENING,FALSE,61,OUTOFTIME,WHITE,BLITZ,g3,e5,g3_Bg2_Nf3_O-O_d3,e5_d5_Nc6_Bc5_Nf6,1.117941387,NO_DEFENSE,HUNGARIAN OPENING,Equal,3302,0.75,1
3456,ROBATSCH (MODERN) DEFENSE,TRUE,68,MATE,BLACK,STANDARD,d4,g6,d4_e4_a3_e5_Nf3,g6_Bg7_Nc6_d6_dxe5,1.038211968,DEFENSE,OTHER,Equal,3303,0.75,1
3457,BARNES DEFENSE,TRUE,81,RESIGN,WHITE,STANDARD,e4,f6,e4_Nf3_Bc4_Nd4_Qh5+,f6_g5_e6_Bc5_Ke7,1.16934801,DEFENSE,OTHER,Equal,3304,0.75,1
3458,PORTUGUESE OPENING,TRUE,119,RESIGN,WHITE,BLITZ,e4,e5,e4_Bb5_Bc4_Qf3_Qb3,e5_a6_Nc6_Nf6_Bc5,1.192057762,NO_DEFENSE,OTHER,Equal,3305,0.75,1
3459,RUSSIAN GAME,TRUE,18,RESIGN,BLACK,STANDARD,e4,e5,e4_Nf3_Nxe5_Nxc6_e5,e5_Nf6_Nc6_dxc6_Ne4,0.978924419,NO_DEFENSE,RUSSIAN GAME,Equal,3306,0.75,1
3460,FRENCH DEFENSE,FALSE,30,RESIGN,BLACK,BLITZ,e4,e6,e4_Nf3_Nc3_d4_Bd2,e6_h6_a6_Bb4_Bxc3,0.952908587,DEFENSE,FRENCH DEFENSE,Equal,3307,0.75,1
3461,FRENCH DEFENSE,TRUE,89,OUTOFTIME,WHITE,BLITZ,e4,e6,e4_e5_Nf3_Bc4_Qe2,e6_c5_Nc6_d6_g6,0.997835498,DEFENSE,FRENCH DEFENSE,Equal,3308,0.75,1
3462,POLISH OPENING,TRUE,35,MATE,WHITE,STANDARD,b4,e5,b4_b5_Nf3_Nxe5_e3,e5_Nf6_Bc5_O-O_Re8,1.068149211,NO_DEFENSE,POLISH OPENING,Equal,3309,0.75,1
3463,FRENCH DEFENSE,TRUE,11,RESIGN,WHITE,BLITZ,e4,e6,e4_Nf3_d4_Nc3_Bb5+,e6_d6_Nf6_b6_Nfd7,1.017806268,DEFENSE,FRENCH DEFENSE,Equal,3310,0.75,1
3464,CARO-KANN DEFENSE,TRUE,22,RESIGN,BLACK,BLITZ,e4,c6,e4_Nf3_exd5_Nc3_Nb5,c6_d5_cxd5_d4_Nc6,1.03997093,DEFENSE,CARO-KANN DEFENSE,Equal,3311,0.75,1
3465,SICILIAN DEFENSE,TRUE,43,MATE,WHITE,STANDARD,e4,c5,e4_Nc3_Nf3_Bc4_O-O,c5_Nc6_g6_Bg7_e6,0.932124593,DEFENSE,SICILIAN DEFENSE,Equal,3312,0.75,1
3467,NIMZOWITSCH-LARSEN ATTACK,TRUE,41,MATE,WHITE,BLITZ,b3,d5,b3_Nf3_c4_e3_Bb2,d5_e6_Nc6_Nf6_Ne4,1.094890511,NO_DEFENSE,OTHER,Equal,3314,0.75,1
3468,CARO-KANN DEFENSE,TRUE,58,MATE,BLACK,BLITZ,e4,c6,e4_Nc3_d4_Nxe4_Bd3,c6_d5_dxe4_Bf5_Qc7,0.913333333,DEFENSE,CARO-KANN DEFENSE,Equal,3315,0.75,1
3470,QUEEN'S PAWN GAME,TRUE,48,MATE,BLACK,BLITZ,d4,d5,d4_Bf4_e3_Bxe5_Bb5+,d5_Nf6_e5_Ne4_c6,0.958333333,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,3317,0.75,1
3475,PHILIDOR DEFENSE,TRUE,45,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_d4_Qxd4_Qa4+,e5_d6_exd4_c5_Bd7,0.77345679,DEFENSE,PHILIDOR DEFENSE,Equal,3322,0.75,1
3479,GOLDSMITH DEFENSE,TRUE,39,MATE,WHITE,BLITZ,e4,h5,e4_Nf3_d4_Nc3_Bxh6,h5_Rh6_a5_Raa6_gxh6,1.088129496,DEFENSE,OTHER,Equal,3326,0.75,1
3480,NIMZOWITSCH DEFENSE,TRUE,35,MATE,WHITE,BLITZ,e4,e6,e4_Nf3_d4_e5_Nc3,e6_Nc6_d5_Bb4+_Bxc3+,1.015952981,DEFENSE,NIMZOWITSCH DEFENSE,Equal,3327,0.75,1
3481,KING'S PAWN GAME,TRUE,106,MATE,BLACK,BLITZ,e4,e5,e4_Qh5_Qxe5+_Qxh8_e5,e5_g6_Qe7_Nf6_Qxe5+,0.995921697,NO_DEFENSE,KING'S PAWN GAME,Equal,3328,0.75,1
3482,KING'S PAWN GAME,TRUE,29,RESIGN,BLACK,BLITZ,e4,e5,e4_d3_Nf3_Nc3_Nb5,e5_Nc6_d5_d4_a6,0.955408753,NO_DEFENSE,KING'S PAWN GAME,Equal,3329,0.75,1
3483,SCOTCH GAME,TRUE,19,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_d4_d5_c3,e5_Nc6_g6_Nb4_Na6,1.01779661,NO_DEFENSE,SCOTCH GAME,Equal,3330,0.75,1
3484,NIMZOWITSCH DEFENSE,TRUE,19,MATE,WHITE,BLITZ,e4,e5,e4_d4_dxe5_Nf3_Nc3,e5_Nc6_Nxe5_d6_Bg4,0.984962406,DEFENSE,NIMZOWITSCH DEFENSE,Equal,3331,0.75,1
3485,FOUR KNIGHTS GAME,TRUE,138,RESIGN,BLACK,BLITZ,e4,e5,e4_Nf3_Nc3_d4_Bg5,e5_Nc6_Nf6_d5_dxe4,1.130696475,NO_DEFENSE,FOUR KNIGHTS GAME,Equal,3332,0.75,1
3486,SCANDINAVIAN DEFENSE,TRUE,61,RESIGN,BLACK,BLITZ,e4,d5,e4_d3_exd5_Nc3_Qh5,d5_e5_Qxd5_Qa5_Nc6,1.098963242,DEFENSE,SCANDINAVIAN DEFENSE,Equal,3333,0.75,1
3487,RUY LOPEZ,TRUE,25,MATE,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_Bxc6+_d3,e5_Nc6_d6_bxc6_g6,1.017857143,DEFENSE,RUY LOPEZ,Equal,3334,0.75,1
3488,QUEEN'S GAMBIT DECLINED,TRUE,47,MATE,WHITE,BLITZ,d4,d5,d4_c4_cxd5_Nc3_e4,d5_e6_exd5_Nf6_Be6,0.957990115,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,3335,0.75,1
3489,KING'S PAWN GAME,TRUE,32,MATE,BLACK,BLITZ,e4,e5,e4_Qh5_d4_Qd5_Nf3,e5_d6_exd4_Qf6_Ne7,1,NO_DEFENSE,KING'S PAWN GAME,Equal,3336,0.75,1
3490,QUEEN'S GAMBIT ACCEPTED,TRUE,60,RESIGN,BLACK,BLITZ,d4,d5,d4_c4_Nc3_Nf3_g3,d5_dxc4_e6_Bb4_Nf6,0.801664355,NO_DEFENSE,QUEEN'S GAMBIT ACCEPTED,Equal,3337,0.75,1
3491,CARO-KANN DEFENSE,TRUE,118,MATE,BLACK,BLITZ,e4,c6,e4_e5_d4_c3_Bb5+,c6_e6_d5_c5_Bd7,0.866366366,DEFENSE,CARO-KANN DEFENSE,Equal,3338,0.75,1
3493,SICILIAN DEFENSE,TRUE,27,RESIGN,WHITE,BLITZ,e4,c5,e4_d4_Bd2_Nf3_Bd3,c5_Qa5+_Qa4_cxd4_d6,1.152571927,DEFENSE,SICILIAN DEFENSE,Equal,3340,0.75,1
3494,BISHOP'S OPENING,TRUE,14,RESIGN,BLACK,BLITZ,e4,e5,e4_Bc4_Qh5_Qf3_Bxf7+,e5_Nc6_g6_Qf6_Kxf7,0.841605839,NO_DEFENSE,BISHOP'S OPENING,Equal,3341,0.75,1
3496,VAN'T KRUIJS OPENING,TRUE,74,OUTOFTIME,BLACK,BLITZ,e3,c5,e3_f3_g3_Nh3_c3,c5_Nc6_g6_Nf6_b6,0.93006993,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,3342,0.75,1
3497,BISHOP'S OPENING,FALSE,8,RESIGN,BLACK,STANDARD,e4,e5,e4_Bc4_Qh5_Qg5_,e5_Nc6_g6_Qxg5_,0.762666667,NO_DEFENSE,BISHOP'S OPENING,Equal,3343,0.75,1
3498,VIENNA GAME,TRUE,125,OUTOFTIME,WHITE,BLITZ,e4,Nf6,e4_Nc3_b3_g3_Bg2,Nf6_e5_g6_Bg7_O-O,1.033824805,NO_DEFENSE,VIENNA GAME,Equal,3344,0.75,1
3500,KING'S PAWN GAME,TRUE,120,MATE,BLACK,BLITZ,e4,e5,e4_Qh5_d4_dxe5_Bg5,e5_Qe7_Nf6_Nxh5_Qxe5,1.05952381,NO_DEFENSE,KING'S PAWN GAME,Equal,3346,0.75,1
3502,HORWITZ DEFENSE,TRUE,55,MATE,WHITE,BLITZ,d4,e6,d4_c3_Nf3_Nxd4_Nb3,e6_c5_cxd4_Bc5_b6,0.957570715,DEFENSE,HORWITZ DEFENSE,Equal,3347,0.75,1
3503,MIKENAS DEFENSE,TRUE,59,RESIGN,BLACK,BLITZ,d4,Nc6,d4_Nf3_e4_Nc3_e5,Nc6_b6_Nf6_g6_Ng4,1.08707124,DEFENSE,OTHER,Equal,3348,0.75,1
3504,OWEN DEFENSE,TRUE,85,MATE,WHITE,BLITZ,e4,b6,e4_d4_d5_Nf3_Nc3,b6_Bb7_g6_Nf6_e5,1.138232721,DEFENSE,OWEN DEFENSE,Equal,3349,0.75,1
3505,SLAV DEFENSE,TRUE,78,MATE,BLACK,BLITZ,d4,d5,d4_c4_cxd5_Bf4_Qa4,d5_c6_cxd5_Nc6_Bd7,0.810162315,DEFENSE,SLAV DEFENSE,Equal,3350,0.75,1
3506,MODERN DEFENSE,TRUE,67,RESIGN,BLACK,BLITZ,d4,g6,d4_g3_Bg2_Nf3_e3,g6_Bg7_Nc6_d5_e5,0.893962848,DEFENSE,MODERN DEFENSE,Equal,3351,0.75,1
3507,QUEEN'S GAMBIT DECLINED,FALSE,74,OUTOFTIME,BLACK,BLITZ,d4,d5,d4_c4_a3_Bg5_e3,d5_e6_Nf6_c5_cxd4,0.903155604,NO_DEFENSE,QUEEN'S GAMBIT DECLINED,Equal,3352,0.75,1
3508,RUY LOPEZ,FALSE,85,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_Bb5_d3_O-O,e5_Nc6_Nf6_d6_Bd7,0.952665941,DEFENSE,RUY LOPEZ,Equal,3353,0.75,1
3509,RUY LOPEZ,FALSE,64,RESIGN,WHITE,STANDARD,Nc3,Nf6,Nc3_Nf3_e4_Bb5_d4,Nf6_Nc6_e5_d6_Bd7,1.066920566,DEFENSE,RUY LOPEZ,Equal,3354,0.75,1
3510,SCOTCH GAME,FALSE,39,MATE,WHITE,BLITZ,e4,e5,e4_Bc4_d4_Nf3_Nxd4,e5_Nf6_exd4_Nc6_Nxd4,1.005440696,DEFENSE,SCOTCH GAME,Equal,3355,0.75,1
3511,RUY LOPEZ,FALSE,157,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bb5_Bxc6_O-O,e5_Nc6_a6_dxc6_Bg4,1.081812831,NO_DEFENSE,RUY LOPEZ,Equal,3356,0.75,1
3512,QUEEN'S PAWN GAME,TRUE,56,RESIGN,BLACK,BLITZ,d4,Nf6,d4_Nf3_e3_a3_Nxe5,Nf6_d5_Bf5_e5_Bd6,1.030224075,NO_DEFENSE,QUEEN'S PAWN GAME,Equal,3357,0.75,1
3513,FRENCH DEFENSE,TRUE,51,RESIGN,WHITE,BLITZ,e4,e6,e4_d4_e5_c3_Nf3,e6_d5_c5_Nc6_Qa5,0.938221999,DEFENSE,FRENCH DEFENSE,Equal,3358,0.75,1
3514,ITALIAN GAME,TRUE,21,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bc4_Ng5_exd5,e5_Nc6_Nf6_d5_Na5,1.042613636,DEFENSE,ITALIAN GAME,Equal,3359,0.75,1
3515,FRENCH DEFENSE,TRUE,44,MATE,BLACK,STANDARD,e4,e6,e4_d4_exd5_Nc3_Bg5,e6_d5_exd5_Nf6_Be7,0.98771636,DEFENSE,FRENCH DEFENSE,Equal,3360,0.75,1
3516,VAN'T KRUIJS OPENING,TRUE,42,RESIGN,BLACK,STANDARD,e3,e5,e3_Nc3_Qf3_Bb5+_Ba4,e5_d5_Nf6_c6_b5,0.829859155,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,3361,0.75,1
3518,ITALIAN GAME,TRUE,59,MATE,WHITE,STANDARD,e4,e5,e4_Nf3_Bc4_d4_Nxd4,e5_Nc6_Nf6_Nxd4_exd4,1.158236994,DEFENSE,ITALIAN GAME,Equal,3363,0.75,1
3519,SCANDINAVIAN DEFENSE,TRUE,25,MATE,WHITE,STANDARD,e4,d5,e4_exd5_d4_Nf3_c4,d5_Qd6_Qxd5_Bf5_Qe4+,0.984251969,DEFENSE,SCANDINAVIAN DEFENSE,Equal,3364,0.75,1
3520,SCOTCH GAME,TRUE,31,RESIGN,WHITE,BLITZ,e4,e5,e4_Nf3_d4_d5_Bd3,e5_Nc6_Nf6_Ne7_c6,1.271952259,NO_DEFENSE,SCOTCH GAME,Equal,3365,0.75,1
3522,THREE KNIGHTS OPENING,TRUE,74,RESIGN,BLACK,BLITZ,e4,Nc6,e4_Nc3_Nf3_b4_a3,Nc6_e5_d6_Nxb4_Nc6,0.92143402,NO_DEFENSE,THREE KNIGHTS OPENING,Equal,3367,0.75,1
3523,INDIAN GAME,TRUE,45,MATE,WHITE,STANDARD,d4,e6,d4_c4_Nf3_Bg5_Bxf6,e6_Nf6_d6_h6_Qxf6,1.263993317,NO_DEFENSE,INDIAN GAME,Equal,3368,0.75,1
3524,KING'S PAWN GAME,TRUE,13,RESIGN,WHITE,STANDARD,e4,e5,e4_Qh5_Nc3_Qh3_b3,e5_Qe7_Nf6_Qc5_Bd6,1.028896673,NO_DEFENSE,KING'S PAWN GAME,Equal,3369,0.75,1
3525,KING'S PAWN GAME,FALSE,52,MATE,BLACK,STANDARD,e4,e5,e4_Qh5_Bc4_Qf3_Qe2,e5_Nc6_g6_Nf6_Nd4,0.702331142,NO_DEFENSE,KING'S PAWN GAME,Equal,3370,0.75,1
3528,BISHOP'S OPENING,TRUE,11,RESIGN,WHITE,STANDARD,e4,e5,e4_Bc4_Qf3_Qxf7+_Qxf8+,e5_Qh4_c6_Kd8_Kc7,1.26329331,NO_DEFENSE,BISHOP'S OPENING,Equal,3372,0.75,1
3529,BISHOP'S OPENING,TRUE,44,RESIGN,BLACK,STANDARD,e4,e5,e4_Bc4_Qf3_Nh3_Ng5,e5_Bd6_Qe7_c6_b5,0.987179487,NO_DEFENSE,BISHOP'S OPENING,Equal,3373,0.75,1
3534,KING'S PAWN GAME,FALSE,25,RESIGN,BLACK,STANDARD,e4,e5,e4_Qh5_Qxe5+_Ne2_Qb5+,e5_Nf6_Be7_d6_c6,0.731333333,NO_DEFENSE,KING'S PAWN GAME,Equal,3378,0.75,1
3537,VAN'T KRUIJS OPENING,TRUE,49,RESIGN,WHITE,STANDARD,e3,e6,e3_c3_h4_Nh3_a4,e6_c6_b5_d5_bxa4,1.127546501,NO_DEFENSE,VAN'T KRUIJS OPENING,Equal,3381,0.75,1
3538,FRENCH DEFENSE,TRUE,94,RESIGN,BLACK,STANDARD,e4,e6,e4_Qh5_Qe5_d4_Qg5,e6_g6_Nf6_Bd6_h6,0.913043478,DEFENSE,FRENCH DEFENSE,Equal,3382,0.75,1
3542,RUY LOPEZ,FALSE,71,RESIGN,WHITE,STANDARD,e4,e5,e4_Nf3_Bb5_O-O_d4,e5_Nc6_h6_d6_Bd7,1.098001289,NO_DEFENSE,RUY LOPEZ,Equal,3384,0.75,1
3543,ROBATSCH (MODERN) DEFENSE,FALSE,69,RESIGN,BLACK,STANDARD,e4,g6,e4_d4_Nf3_c4_Nc3,g6_Bg7_e6_Ne7_c6,1.015503876,DEFENSE,OTHER,Equal,3385,0.75,1
3544,KING'S INDIAN ATTACK,FALSE,27,RESIGN,WHITE,STANDARD,d3,d5,d3_g3_Bg2_Nf3_O-O,d5_Nf6_g6_Bg7_O-O,0.984732824,DEFENSE,KING'S INDIAN ATTACK,Equal,3386,0.75,1
3546,SICILIAN DEFENSE,FALSE,46,RESIGN,WHITE,STANDARD,e4,c5,e4_d3_Nf3_Be2_Nbd2,c5_Nc6_d6_g6_Bg7,0.98766882,DEFENSE,SICILIAN DEFENSE,Equal,3388,0.75,1
3547,TROMPOWSKY ATTACK,TRUE,111,MATE,WHITE,STANDARD,d4,Nf6,d4_Bg5_Bxf6_e3_c3,Nf6_e6_Qxf6_c5_Nc6,0.916957027,DEFENSE,OTHER,Equal,3389,0.75,1
3548,RUY LOPEZ,FALSE,33,RESIGN,WHITE,STANDARD,e4,e5,e4_Nf3_Bb5_d4_Bxc6+,e5_Nc6_d6_a6_bxc6,0.986819484,DEFENSE,RUY LOPEZ,Equal,3390,0.75,1
3549,SICILIAN DEFENSE,FALSE,57,RESIGN,WHITE,STANDARD,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_g6,0.974533107,DEFENSE,SICILIAN DEFENSE,Equal,3391,0.75,1
3550,SICILIAN DEFENSE,FALSE,41,RESIGN,WHITE,STANDARD,e4,c5,e4_Nf3_d4_Nxd4_Bb5+,c5_d6_cxd4_Nf6_Bd7,1.026132404,DEFENSE,SICILIAN DEFENSE,Equal,3392,0.75,1
3552,SICILIAN DEFENSE,FALSE,89,RESIGN,WHITE,STANDARD,e4,c5,e4_Nf3_d4_Nxd4_Nc3,c5_d6_cxd4_Nf6_a6,1.028673835,DEFENSE,SICILIAN DEFENSE,Equal,3394,0.75,1
